Phrases,Translation
怖い生き物とかがこっち来るのよ。,Scary creatures come this way.
ライトつける。,I turn on the light.
海のね、好きな方は是非やってみてくださいね。,"If you like the sea, please try it."
写真見たら、めっちゃくちゃイケメンなんですよ。,"If you look at the picture, he's so handsome."
止まらずに進みたいと思います。,I want to keep going without stopping.
ヒルが結構いるみたいなので。,It looks like there are a lot of leeches.
ピッタリですよね。,It's a perfect fit.
そして、私はしばしば冬の間にそれを作ります。,And I often make it during the winter months .
簡単でヘルシーで美味しい鍋。,"Easy, healthy and tasty hot pot."
改めて言われると恥ずかしい。,I'm embarrassed to be told again.
そっちゃおうかな。,I think I'll do that.
素直に思えたので。,Because it seemed honest.
案内係できる。,I can be a guide.
沈んじゃうよ。,I'm going to sink.
からめていきましょう。,Let's tease it out.
任務を果たす。,I'll do my duty.
役割を果たす。,Fulfill a role.
責任を果たす。,Fulfill responsibilities.
約束を果たす。,Fulfill a promise.
雪辱を果たす。,Fulfill a humiliation.
復讐を果たす。,To take revenge.
願望を果たす。,Fulfill a desire.
使命を果たす。,Fulfill a mission.
目的を果たす。,Fulfill a purpose.
安定を保つ。,To maintain stability.
調和を保つ。,To maintain harmony
秩序を保つ。,Maintain order
威厳を保つ。,Maintain dignity
平静を保つ。,Maintain calm
理性を保つ。,Maintain reason.
命を保つ。,Preserving life.
潤いを保つ。,To keep moisture
温度を一定に保つ。,Maintain constant temperature
間隔を保つ。,Maintain spacing.
距離を保つ。,Maintain distance.
記録を保つ。,Keep records
体面を保つ。,Maintain physical appearance
健康を保つ。,Maintain health.
医学部への偏見にお答えします。,We answer your prejudice against medical school.
私がしなければ誰がする。,"If I don't do it, who will?"
ボストンにいるの？,Are you in Boston?
机の上に本がある。,There is a book on the desk.
もう一度言ってくださいませんか。,"Could you repeat that, please?"
この壁画は３人の画家の手に成る。,This mural was done by three artists.
明日客が二人来る。,We will have two guests tomorrow.
まっすぐ家に帰ろうと思った。,I thought I'd go straight home.
学校へは歩いて行きます。,I walk to school.
最近富士山を見ましたか。,Have you seen Mt. Fuji recently?
仕事が出来た。,The work is finished.
聞くところによると彼は相当できる人らしい。,He's quite capable base from what I hear
夕食を食べてしまったところです。,I have just had my supper.
彼の言っていることは分からない。,I don't understand what he's saying.
彼は本を手に持っている。,He has a book in his hand.
そんな発言をしたらどうなるか考えてみなさい。,Think of the consequences of such a remark!
今宿題をやっている。,He is doing his homework now.
今度の急行は５番ホームから出る。,The next express will depart from platform number five.
彼はやっと職に就いた。,He finally got a job.
客から注文を取る。,Take an order from a customer.
聞こうとすれば聞こえる。,"If you listen, you can hear it."
私にプレゼントをくださった。,He gave me a present.
どこで会があるか知ってますか。,Do you know where we are meeting?
彼女は私にペンをくれた。,She gave me a pen.
砂糖はたくさん入っていますか。,Is there much sugar in it?
本を元の棚に置いておきなさい。,Leave the book on its original shelf.
このなべはミルクを温めるのに使っている。,I use this saucepan for heating milk.
学校と教会が道をはさんで対している。,The school and the church face each other across the street.
駐車場から車を出す。,Drive a car out of a parking lot.
この工場ではカメラを作っている。,Cameras are manufactured at this factory.
研究を行う。,Conduct research.
うわさはうそだとすぐに知れた。,I quickly learned that the rumors were false.
ここに住所と名前を書きなさい。,Write your name and address here.
本には用語解説が付けてある。,A glossary is appended to the book.
コーヒーを一杯もらえませんか。,Can I have a cup of coffee?
高校で化学を教えている。,He teaches chemistry at high school.
カレンダーを壁に掛ける。,Hang the calendar on the wall.
彼はやっと両親の許可を得た。,He at last obtained his parents' permission.
屋上から町がよく見える。,We have a good view of the town from the roof.
旅行かばんに衣類を入れる。,Put clothing in a travel bag.
彼は大学から奨学金を受けている。,He receives a scholarship from the university.
窓の下に大きな足跡が付いていた。,There were big footprints below the window.
この２枚のドレスは型が違う。,These two dresses are different in style.
先生は授業を始めた。,The teacher began his lesson.
ウエーターを呼んで追加注文した。,I called the waiter and added to my order.
彼は帽子を上げて婦人にあいさつした。,He raised his hat to the lady.
トンネルを過ぎて車は海岸に出た。,The car drove past the tunnel and onto the beach.
家が揺れるのを感じた。,I felt the house shake.
地震の最中も彼は講義を続けた。,He proceeded with his lecture even during the earthquake.
気分が悪くて晩ごはんが食べられなかった。,I felt sick and couldn't eat dinner.
壁に絵が掛かっている。,A picture hangs on the wall.
この物質は熱すると気体に変わる。,This substance turns into a gas when heated.
子供におとぎ話を読んでやる。,Read a fairy tale to a child.
ワインを買って来てください。,Please go get a bottle of wine.
人間は何日間食べずに生きていられますか。,How many days can a person live without eating?
ガラスで指先を切る。,I cut my fingertips with a glass.
寺は山の中腹に立っている。,The temple stands on the side of a hill.
もう帰ってもよろしい。,You may go home now.
万事後でお話しします。,I will tell you all about it later.
お茶を飲みながら話し合った。,They talked over a cup of tea
身分証明書を示した。,He showed me his identification card.
彼に関する限り問題はない。,"As far as he is concerned, there is no problem."
"息子に月3,000円を与ている。","I give my son 3,000 yen a month."
小切手は昨日いただきました。,I received the check yesterday.
もと来た道を戻らねばならなかった。,We had to go back the way we had come.
本の38ページを開きなさい。,Open the book to page 38.
交通事故で死ぬ。,Dies in a car accident.
校則に従う。,Obey school regulations.
彼は足を止めて地図を見た。,He stopped and looked at the map.
お願いしたいことがあります。,I have a favor to ask.
この調子で歩けば30分で着くだろう。,"If we keep walking at this rate, we'll be there in half an hour."
寝ずに夫の帰りを待った。,I didn't sleep and waited for my husband to come home.
職を求めている。,I'm looking for a job.
彼の偉業は世に認められた。,His great achievement was recognized by the public.
3 時にお得意さんと会う約束がある。,I have an appointment to meet with a client at 3:00 p.m.
雨が５日も続いている。,It's been raining for five days.
壁に向かって立つ。,Stand facing the wall.
私は1998年11月２日大阪で生まれた。,"I was born in Osaka, Japan on November 2, 1998."
運転免許証を見せてください。,Please show me your driver's license.
ボールが頭に当たった。,The ball hit me on the head.
試験はすぐに終わる。,The test will be over soon.
車に乗っていてください。,Please get into the car and wait.
彼の顔には傷跡が残っている。,He still has a scar on his face.
上に述べたようにそれは不可能です。,"As I stated above, that is impossible."
系図正しき薬で御座る。,It is genealogically correct medicine.
看板を立てる。,Put up a sign.
今出掛けるところだと答えた。,He replied that he was going out right away.
兄は工場で働いている。,My brother works in a factory.
我が社は世界各地に製品を送ります。,We ship our products all over the world.
展覧会は来週月曜日に始まる。,The exhibition opens next Monday.
この本には有益な情報が含まれている。,This book contains useful information
恐ろしい事故が起こった。,A terrible accident has occurred.
そのことには何も関わっていません。,I had nothing to do with that.
彼女の住所を忘れた。,I forgot her address.
夕飯はもうお済みですか。,Have you already eaten dinner?
その冗談を聞いてどっと笑った。,I laughed out loud at that joke.
楽になさってください。,Please make yourself comfortable.
チャンネル変えてもいい？,Is it ok if I change the channel?
カーテンを引いてもいいですか。,May I draw the curtains?
あの店では果物を安く売っている。,That store sells fruit at a discount.
我々は林の中を数キロ進んだ。,We continued through the woods for several kilometers.
彼は道を渡った。,He crossed the street.
彼はよいものを選んだ。,He picked a good one.
子供たちが走って来た。,The children came running.
彼は結局現われなかった。,He didn't turn up after all.
彼はここに住んでいるのですか。,Does he live here?
彼に伝言を伝えてほしい。,I'd like you to give him a message.
車が雪にはまって動かなくなった。,My car got stuck in the snow.
彼らは最終の計画を決めた。,They settled on a final plan.
教授は私に留学を勧めてくれた。,My professor encouraged me to study abroad.
彼女は近づく危険に気付いていた。,She was aware of the approaching danger.
風景を描く。,Paint a landscape.
英語の単語を覚える。,Memorize English words
車の屋根を激しく打つ雨。,Rain hitting the roof of the car hard
彼らの活動がこの会社の中核を成している。,Their activities form the core of this company.
箱のふたを開ける。,Open the lid of a box.
新しい事態に皆の注意を向けた。,I turned everyone's attention to a new situation.
老婆は金をねらわれて殺された。,The old woman was killed for her money.
彼は真相を語った。,He told the truth.
信ずる理由がない。,I have no reason to believe it.
声を合わせて歌った。,We sang in unison.
その機械は広く用いられている。,Its machines are widely used
彼は娘を連れて出掛けた。,He went out with his daughter.
私は彼とは意見が異なる。,I don't share his views.
ガソリンスタンドはここから遠く離れている。,Gas station is far from here.
あなたにこの包みを置いて行きました。,He left this package for you.
彼は貸し家を探している。,He is looking for a house to rent.
この道は秋葉原を経て銀座に至る。,This road leads to Ginza via Akihabara
時が経つにつれて痛みは消えた。,The pain disappeared as time went by.
あの娘は母親によく似ている。,That girl looks a lot like her mother.
危害から身を守る。,Protect yourself from harm.
日照り続きで困っていた。,They were in trouble because of the long dry spell.
子供を加えて一行は50名であった。,"The group was fifty people, including children."
事故の原因を徹底的に調べる。,Thoroughly investigate the cause of the accident.
これらも放射を生ずる可能性があります。,These may also produce radiation.
彼女の忍耐強さには驚いた。,I was amazed at how patient she was.
私たちは霧のため方向を失った。,We lost our bearings because of the fog.
この服は私に合わない。,These clothes don't fit me.
金庫の宝石が無くなっている。,Jewelry missing from safe.
豪雨で川の水かさが増えた。,Torrential rains have increased the river's water level.
火山から煙が上がっているのが見えた。,I could see smoke rising from the volcano.
目を覚ましたときには皆もう起きていた。,"By the time I woke up, everyone was already awake."
晴れた日は木陰に座る。,"On sunny days, sit in the shade of a tree."
この場合は非常に明瞭な音が聞こえる。,"In this case, very clear sound is heard."
彼の腕のぬくもりを思い出す。,I remember the warmth of his arms.
あなたが許すならもっとよく知りたい。,I would like to get to know you better if you allow me to.
彼は試験に落ちるだろうか。,Will he probably fall to test?
同じあやまちを２度繰り返すな。,Don't make the same mistake twice.
地球は地軸を中心にして24時間に１回まわる。,The earth rotates once every 24 hours around its axis.
明朝７時に起こしてください。,Wake me tomorrow morning at 7:00.
英語で話を通じさせる事ができますか。,Can you make yourself understood in English?
会場は沖縄と決まった。,The venue was decided to be Okinawa.
夜はたいていの人が寝る時である。,Night is when most people go to bed.
以前と比べるとよくなった。,It is better than before.
我々の予算は10万円以内に限られている。,Our budget is limited to a hundred thousand yen.
よく振ってからお飲みください。,Shake well before drinking.
彼女の態度は不満を表している。,Her attitude shows her dissatisfaction.
山を通してトンネルを通した。,They drove a tunnel through the hill.
私がお持ち致しましょう。,Let me take it for you.
彼の指示に基づいて行動した。,We acted in accordance with his instructions.
明かりが消えた。,The lights went out.
詳しいことは司書にお尋ねください。,Please ask the librarian for more information.
やっとその事実を見付けた。,I finally found that fact.
私は何かが足に触れるのを感じた。,I felt something touch my leg.
駐車違反で罰金を払う。,Pay a fine for a parking ticket.
子供たちは公園で楽しく遊んだ。,The children had fun playing in the park.
彼にそれをするように頼んだ。,I asked him to do it.
もっと頑張らないと進級できないよ。,You have to work harder to advance.
赤ん坊は母親に抱かれて眠っている。,The baby is sleeping in the mother's arms.
彼は古道具を集めて楽しんでいた。,He enjoyed collecting old tools.
川は市内を流れている。,The river runs through the city.
まだ使える物を捨ててはいけません。,Don't throw away things that are still usable.
彼は上着を着ている。,He's wearing a jacket.
空港に人を迎える。,Meet a person at the airport.
上着のボタンが取れた。,My jacket button came off.
戸を押して開ける。,Push the door open.
彼は太平洋を越えてアメリカへ渡った。,He crossed the Pacific to America.
狭い道を横に並んで歩いてはいけない。,Do not walk side by side on narrow streets
今月の売上目標を５千箱と定めた。,"The sales target for this month was set at 5,000 boxes."
自分を押さえることを学ぶ。,Learn to control oneself.
精神科医は頷きながらこう言った。,The psychiatrist nodded and said.
駅とお寺の間にバスが通っている。,Buses run between the station and the temple.
次の駅へ乗客を運ぶ。,Carry passengers to the next station.
権利には責任が伴う。,Rights and responsibilities go hand in hand.
火事は隣町に広がった。,The fire spread to neighboring towns.
初めての人たちと付き合うのが苦手だ。,I find it difficult to mix with strangers.
お金を落として泣きたくなった。, felt like crying when I discovered I had lost the money.
この仕事をどんどん進めなさい。,Keep moving forward with this work.
この村は鉄道で町につながっている。,This village is connected to the town by a railroad.
賛成の人は手を挙げてください。,"Those in favor, raise your hands."
夜を捉える写真で新しいことを試すのが好きです。,I love trying new things with photos that capture the night.
あなたを見つめている男性は知り合いですか。,Do you know the man staring at you?
彼は成功を大変喜んでいる。,He is very pleased with his success.
彼らが会うことは避けられなかった。,Their meeting was inevitable.
我々は彼らの要求に応じなければならなかった。,We had to comply with their demands.
彼女が出掛けた後で伝言が届いた。,Message arrived after she left.
試験が近づいている。,The examination is approaching.
私たちの周りに人が集まった。,People gathered around us.
明日いらっしゃることは可能でしょうか。,Is it possible for you to come tomorrow?
今出かけるのは無理だ。,It's impossible to go out now.
子供たちが庭で遊んでいるのを眺めた。,I watched the kids playing in the yard.
ここにテントを張ろう。,Let's pitch our tent here.
彼らの名をリストに含めた。,Their names were included in the list.
ゴールを目指して走った。,I ran for the finish line.
彼女は夫を深く愛している。,She loves her husband deeply.
彼は事実を隠すつもりらしかった。,He seemed to be trying to hide the fact.
起訴に十分な証拠を集めた。,Sufficient evidence was gathered for prosecution.
彼は一人で朝食を食った。,He ate breakfast alone.
風船が屋根の上を飛んでいる。,Balloons are flying over the roof.
嵐は作物に大きな被害をもたらした。,The storm caused significant damage to crops.
窓の外で誰かが叫ぶのが聞こえた。,I heard someone yelling outside the window.
誰かが逃げるのを見ましたか。,Did you see anyone running away?
彼はよく食事を抜いていた。,He often skipped meals.
あなたは自分のハンカチを落としました。,You dropped your handkerchief.
彼の親はスイスで暮らしている。,His parents live in Switzerland.
彼女は次の駅で降りた。,She got off at the next stop.
目的は果たせたんですか。,Did you accomplish your goals?
記録にはその出来事は記されていない。,The records do not mention the incident.
彼女はいつ赤ちゃんを産むのだろうか。,When will she have her baby?
彼にもう一杯いかがかと問う。,I ask him if he would like another drink.
彼女はバスが止まるように手を上げた。,She raised her hand to make the bus stop.
彼女は私の腕をしっかりつかんだ。,She grabbed my arm firmly.
それを明日返して下さい。,Please return that tomorrow.
彼の家で楽しい時を過ごした。,We had a great time at his house.
私は全速力で彼の後を追った。,I followed him at full speed.
この問題をどのように扱えばよいのでしょうか。,How should this issue be handled?
夜よく眠れないのですか。,Don't you sleep well at night?
費用は１億円に及んだ。,The expenses reached one hundred million yen.
そのことで私に怒っているのか。,Are you angry with me for that?
この機械は修理を要する。,This machine needs repair.
この道路は二つの市を結んでいる。,This road connects two cities.
父は食料品店をしている。,My father runs a grocery store.
この山には熊がいる。,Bears live in these mountains.
彼は金と暇がある。,He has money and time to spare.
彼女は言いたいことを言った。,She said what she wanted to say.
分子は原子から成る。,Molecules are composed of atoms.
バスが来ましたよ。,Here comes the bus.
それを思うとわくわくした。,It was exciting to think of it.
私は明朝大阪へ行きます。,I leave for Osaka tomorrow morning.
子供たちは蝶々をよく見た。,The children observed the butterflies carefully.
バターは牛乳から出来る。,Butter is made from milk.
この党のよって立つ地盤は労働者だ。,This party has the working class as its base.
店は７時にしまう。,They close the store at seven.
答の分かった人は手を挙げなさい。,Raise your hand if you know the answer.
そんな大金を持っていると危ない。,It's not safe to carry so much cash around.
返事をする前によく考えさせてください。,Let me think it over before I give you an answer.
その展覧会はいつやるのですか。,When will the exhibition be held?
何時に家を出ようか。,What time shall we leave home?
彼は欧州旅行の途に就いた。,He set out on a trip to Europe.
これはひどく時間を取る。,This takes so much time.
そのことは聞いています。,I have heard about it 
この本を私にくださるのですか。,Is this book for me?
この近くでよいお医者さんを知りませんか。,Do you know a good doctor near here?
書くものを貸してくれませんか。,Could you loan me something to write with?
裏口から入る。,Enter through the back door.
ここに置いといて。,"Leave it here, please."
どの部屋でも自由に使ってください。,Please make free use of any room you like.
友人に対する思いやり。,Consideration for a friend.
夜は子供を外へ出すな。,Don't let the children go out at night.
この工場ではハードディスクを作っている。,This factory produces hard disks.
実験を行う。,Conduct experiments.
反対派の数は知れている。,The number of opponents is known.
今新しい戯曲を書いている。,I'm writing a new play right now.
履歴書に写真を付ける。,Attach a photo to your resume.
彼女は兄に車を修理してもらった。,She had her brother fix her car.
このクッキーの作りかたを教えてください。,Can you tell me how to make these cookies?
窓にカーテンを掛ける。,Hang curtains in a window.
彼の話は何も得る所がない。,I have nothing to gain from his story.
細菌は肉眼では見えない。,Germs are invisible to the naked eye.
コーヒーにクリームを入れますか。,Do you put cream in your coffee?
超勤手当の支払いを受けた。,I got extra pay for overtime.
この定食にはコーヒーが付いている。,This set meal comes with coffee.
僕の意見は君のと違う。,My opinion differs from yours.
彼は商売を始めた。,He started a business.
名前を呼んだが返事はなかった。,"I called his name, but he didn't answer."
彼は箱を棚の上に上げる。,He raises the box onto the shelf.
この荷物は20キロを過ぎている。,This baggage exceeds twenty kilograms.
彼は生命の危険を感じた。,He sensed that his life was in danger.
その日もいつもどおり仕事を続けた。,We continued working as usual that day.
朝ごはんを食べましたか。,Have you had your breakfast?
戸のかぎが掛からない。,The door won't lock.
最近私は人生に対する考え方が変わってきた。,"Recently, my ideas about life have changed."
私は授業でシェイクスピアを読んでいます。,I am reading Shakespeare in class.
あの店で安く花を買った。,I bought flowers cheap at that store.
このような人生に生きる価値があるのか。,Is this kind of life worth living?
そのケーキはナイフで切ってはいけない。,Don't cut that cake with a knife.
毎朝電車では立って通勤している。,I stand on the train every morning to work.
今日はいつもより早く帰るよ。,I'll be home earlier than usual today.
うちの赤ん坊はだいぶ話せるようになった。,Our little boy talks a lot now.
私は毎朝野菜ジュースを飲む。,I drink vegetable juice every morning.
彼は私が言ったことに興味を示さなかった。,He showed no interest in what I said.
彼は少し内気だが勉強に関しては申し分ない。,"He's a little shy, but perfect when it comes to his studies."
読書は楽しみを与える。,Reading gives pleasure.
この絵葉書を１枚いただきたいのですが。,May I have one of these picture postcards?
席に戻ってよい。,You may go back to your seat.
既存のファイルを開く。,Open an existing file
これじゃ死ぬに死ねない。,You can't die with this.
川に従って行く。,Follow the river.
車を止める所がない。,There is no room to park my car.
お手伝いをお願いできますか。,Could I ask you to help me?
職場まで歩いて20分です。,It's a 20 minute walk to work.
焦らず機会を待て。,Wait patiently for an opportunity.
社長に面会を求めた。,I requested a meeting with the president.
彼は自分の誤りを認めた。,He admitted he was wrong.
彼女には全然会ったことがない。,I never met her.
大売り出しは今日から３日間続く。,The big sale continues for three days starting today.
船は長崎から香港に向かっている。,The ship is heading to Hong Kong from Nagasaki.
来月姉に子供が生まれる予定だ。,My sister is going to have a baby next month.
病人はようやく食欲を見せた。,The sick man finally showed an appetite.
この部屋はよく日が当たる。,This room gets a lot of sun.
家の改築はまだ終わらない。,House renovations are not over yet.
広島で新幹線に乗った。,I took the Shinkansen in Hiroshima.
金はもう幾らも残っていない。,There is only a little money left.
私は真実を述べているのです。,I am telling the truth.
 提案がございます。, I have a suggestion.
海は大波を立てている。,The ocean is making big waves.
次の問いに答えなさい。,Answer the following questions
朝は頭がよく働かない。,My brain doesn't function properly in the morning.
駅までお送りしましょう。,Let me take you to the station.
梅雨は６月半ばに始まる。,Rainy season begins in mid-June.
この事情を含んでおいてください。,Please bear this in mind.
聴衆から笑いが起こった。,The audience broke into laughter.
もう誰とも関わりたくない。,I don't want anything to do with anyone anymore.
彼女に会ったことがあるのを忘れたのか。,You forget you've met her before.
試験が済むまでは帰省できない。,I can't go home until the exam is done.
彼の前では無理に笑ってみせた。,I forced myself to smile in his presence.
それはこういう風にやりなさい。,Do it this way.
気持ちを変えるなよ。,Don't change your mind.
いすを炉の側に引く。,Pull the chair to the side of the furnace.
中古の車を50万円で売った。,I sold a used car for five hundred thousand yen.
作業は遅々として進まない。,The work is making slow progress.
彼らは歩いて川を渡った。,They crossed the river on foot.
この二つの中からどちらかを選びなさい。,Choose one of these two.
この船は１時間30ノットで走る。,This boat does 30 knots an hour.
薬の効き目が徐々に現れてきた。,The medicine has gradually begun to take effect. 
彼女はそこに約５年間住んだ。,She lived there for about five years.
家族に悲報を伝える。,Tell the family the sad news.
停電で電車が動かなくなった。,Power outage stopped the trains from running.
子供は一人でいいと決めていた。,We had decided to have just one child.
人に勧められてご相談にうかがいました。,I was recommended by someone to consult with you.
彼の間違いはだれにも気付かれずに済んだ。,His error passed unnoticed.
美しい風景を心に描く。,Imagine beautiful scenery to oneself.
そのことは今でもはっきり覚えている。,I remember that clearly to this day.
男が棒で打たれた。,The man was beaten with a stick.
若くして名を成した。,He made a name for himself at a young age.
窓は開けておいてください。,Please keep windows open.
担当者に質問を向ける。,Direct your questions to the person in charge.
多くの無実の人々が殺された。,Many innocent people were killed.
彼は経験談を語った。,He shared his experience.
私たちに因果を深く信ずる事と説く。,He tells us to have a deep belief in cause and effect
四国と九州を合わせたほどの面積である。,It is about the size of Shikoku and Kyushu combined.
この方法には重力の法則が用いられている。,The law of gravity is utilized in this process.
彼は多くの供を連れていた。,He was accompanied by many attendants.
趣味は人によって異なる。,Hobbies vary from person to person.
彼は両親と離れて暮らしている。,He lives apart from his parents.
妻子を故郷に残して東京に出た。,He left his wife and children in his hometown and went to Tokyo.
地図でその場所を捜してごらん。,Look for the place on the map.
今に至るまで彼から連絡がない。,I haven't heard from him to this point.
彼がここに移り住んでから３年経った。,It's been three years since he moved here.
この赤ん坊はだれに似ているのだろう。,Who does this baby look like?
節操を守る。,Hold to one's principles.
ひどい雨にあって困った。,We had a problem with terrible rain.
彼を仲間に加えたらどうだろうか。,What if we add him to our group?
故障はないかと機械を調べた。,I checked the machine for malfunctions.
これらの現象は比較的女性に多く生ずる。,These phenomena occur relatively more frequently in women.
彼の成功は驚くにはあたらない。,His success is not surprising.
